ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
2573	Guangzhou	leftside	ts ɔ ³⁵ + p i n ⁵³	left/左 _side/边	A N	534 396	532	453	257	左边	左 边		左邊	i n t + i n c t	
2574	Fuzhou	leftside	s j eu ³² + β ɛi ŋ ⁵⁵	small/小 _side/边	A N	49 396	533	460	257	小边	小 边		左邊	i m n t + i n c t	
2575	Xiamen	leftside	t o ⁵³ + p i ŋ ²⁴	fall.down/倒 _side/片	A N	23 400	538	461	258	倒片	倒 片		左邊	i n t + i n c t	
1335	Beijing	leg	tʰ w ei ²¹³	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1336	Ha_erbin	leg	tʰ w ei ²¹³	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1337	Jinan	leg	tʰ w ei ⁴⁵	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1338	Rongcheng	leg	tʰ ei ²¹⁴	leg/腿	N	275	542	462	259	腿	腿		腿	i n t	
1339	Taiyuan	leg	tʰ w ei ⁵³	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1340	Xi_an	leg	tʰ w ei ⁵³	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1341	Chengdu	leg	tʰ w ei ⁵³	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1342	Nanjing	leg	tʰ w ei ¹¹	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1343	Jixi	leg	tʰ a ²¹³	leg/腿	N	275	542	462	259	腿	腿		腿	i n t	
1344	Suzhou	leg	pʰ ɑ̃ ⁵²	wing/膀	N	276	547	463	260	膀	膀		腿	i n t	
1345	Wenzhou	leg	tɕ j a ⁴¹ + tɕ j a ⁴¹	foot/腳 _foot:red	N N2	277 794	545	464	261	腳腳	腳 腳		腿	i m n t + i m n t	
1346	Changsha	leg	tʰ ei ⁴¹	leg/腿	N	275	542	462	259	腿	腿		腿	i n t	
1347	Changsha	leg	tʰ ei ⁴¹ + p a ⁵⁵ + ts ɿ ⁰	leg/腿 _handle/把 _-child:SUF/子	N N S	275 183 19	542	465	259	腿把子	腿 把 子		腿	i n t + i n t + i n t	!i
1348	Loudi	leg	tʰ w e ⁴²	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1349	Nanchang	leg	tʰ w i ²¹³	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1350	Meixian	leg	tʰ w i ³¹	leg/腿	N	275	542	462	259	腿	腿		腿	i m n t	
1351	Guilin	leg	tɕ j ɑu ⁵⁵ + t u ²¹ + ts e ²³	foot/腳 belly/肚 _-child:SUF/子	N N S	277 278 19	542	466	259	腿肚子	腿 肚 子		腿	i m n t + i n t + i n t	
1352	Guangzhou	leg	tʰ øy ³⁵	leg/腿	N	275	542	462	259	腿	腿		腿	i n t	
1353	Fuzhou	leg	kʰ a ⁵⁵ + l øy ³²	leg/骹 _leg/腿	N N	279 275	542	467	259	骹腿	骹 腿		腿	i n t + i n t	
1354	Xiamen	leg	kʰ a ⁵⁵ + k u t ³²	leg/骹 _bone/骨	N N	279 94	543	468	259	骹骨	骹 骨		腿	i n t + i n c t	
1141	Beijing	lie	tʰ ɑ ŋ ²¹³	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1142	Ha_erbin	lie	tʰ a ŋ ²¹³	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1143	Jinan	lie	tʰ ɑ ŋ ⁴⁵	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1144	Rongcheng	lie	tʰ a ŋ ²¹³	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1145	Taiyuan	lie	tʰ ɒ̃ ⁴⁵	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n t	
1146	Xi_an	lie	f ei ⁴⁴	sleep/睡	V	196	551	470	262	睡	睡		躺	i n t	
1147	Chengdu	lie	s w ei ²¹³ + t au ⁵³	sleep/睡 _fall.down/倒	V V	196 23	551	471	262	睡倒	睡 倒		躺	i m n t + i n t	!i
1148	Chengdu	lie	s w ei ²¹³ + tɕʰ i ⁵³	sleep/睡 _raise:SUF/起	V S	196 245	551	472	262	睡起	睡 起		躺	i m n t + i n t	!i
1149	Chengdu	lie	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	lie.down/躺 _fall.down/倒 _raise:SUF/起	V V V	244 23 245	550	473	262	躺倒起	躺 倒 起		躺	i n c t + i n t + i n t	
1150	Nanjing	lie	tʰ ɑ̃ ¹¹	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n t	
1151	Nanjing	lie	s w ei ⁴⁴	sleep/睡	V	196	551	470	262	睡	睡		躺	i m n t	!i
1152	Jixi	lie	kʰ w ɑ̃ ³⁵	sleep/睏	V	197	553	474	263	睏	睏		躺	i m n t	!i
1153	Jixi	lie	tʰ õ ²¹³	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n t	
1154	Suzhou	lie	tʰ ɑ̃ ⁵²	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n t	
1155	Wenzhou	lie	f a ⁴⁴	turn/翻	V	10	556	475	265	翻	翻		躺	i n t	
1156	Changsha	lie	tʰ a n ⁴¹	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1157	Changsha	lie	ɕ ɥ ei ¹¹	sleep/睡	V	196	551	470	262	睡	睡		躺	i m n t	!i
1158	Loudi	lie	kʰ u n ³⁵	sleep/睏	V	197	553	474	263	睏	睏		躺	i n c t	
1159	Nanchang	lie	tʰ ɔ ŋ ²¹³	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1160	Meixian	lie	m i n ¹¹	sleep/眠	V	246	555	476	264	眠	眠		躺	i n c t	!i
1161	Meixian	lie	tʰ o ŋ ¹¹	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1162	Guilin	lie	tʰ ɑ ŋ ²³	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1163	Guangzhou	lie	tʰ ɔ ŋ ³⁵	lie.down/躺	V	244	550	469	262	躺	躺		躺	i n c t	
1164	Fuzhou	lie	t o ³²	fall.down/倒	V	23	552	477	262	倒	倒		躺	i n t	
1165	Xiamen	lie	t o ⁵³	fall.down/倒	V	23	552	477	262	倒	倒		躺	i n t	
3645	Beijing	live(alive)	x w o ³⁵ + t ɤ ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i m n t + i n t	
3646	Ha_erbin	live(alive)	x w o ²⁴ + t y ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i m n t + i n t	
3647	Jinan	live(alive)	x w ɤ ⁵³ + t i ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i m n t + i n t	
3648	Rongcheng	live(alive)	x w ɔ ³⁵ + t ə ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i m n t + i n t	
3649	Taiyuan	live(alive)	x w ə ʔ ⁵⁴ + t ə ʔ ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i m n c t + i n c t	
3650	Xi_an	live(alive)	x w o ²⁴ + t i ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i m n t + i n t	
3651	Chengdu	live(alive)	x o ²¹ + l i ⁵⁵	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i n t + i n t	
3652	Nanjing	live(alive)	x o ʔ ⁵ + t i ⁰	live/活 _reach:STATIVE/着	V S	424 255	557	478	266	活着	活 着		活的	i n c t + i n t	
3653	Jixi	live(alive)	v o ʔ ³² + n o ʔ ³²	live/活 _live	V V	424 668	557	479	266	活絡	活 絡		活的	i n c t + i n c t	
3654	Suzhou	live(alive)	ɦ w ə ²³ + k ə ʔ ⁴	live/活 _live	V S	424 669	557	480	266	活葛	活 葛		活的	i m n t + i n c t	
3655	Wenzhou	live(alive)	dʑ i ²² + g i ⁰	healthy/健 _-piece:CLS/個	V CLS	670 56	559	481	266	健個	健 個		活的	i n t + i n t	
3656	Changsha	live(alive)	x o ²⁴ + t i ⁰	live/活 _:GEN/的	V G	424 40	557	482	266	活的	活 的		活的	i n t + i n t	
3657	Loudi	live(alive)	x w e ³⁵ + k ɤ ⁰	live/活 _:GEN/的	V G	424 40	557	482	266	活的	活 的		活的	i m n t + i n t	
3658	Nanchang	live(alive)	w o t ²¹ + k o ⁴²	live/活 _-piece:CLS/個	V CLS	424 56	557	483	266	活個	活 個		活的	m n c t + i n t	
3659	Meixian	live(alive)	s a ŋ ³³ + ŋ e ⁵³	born/生 _-piece:CLS/個	V CLS	477 56	559	484	266	生個	生 個		活的	i n c t + i n t	
3660	Guilin	live(alive)	x w o ²² + k ɤ ⁰ + t e ³³	live/活 -?/個 _live	V CLS Pt	424 184 775	557	485	266	活個囗	活 個 囗		活的	i m n t + i n t + i n t	
3661	Guangzhou	live(alive)	s a ŋ ⁵³ + k ɛ ³³	born/生 _live	A S	477 671	561	486	266	生口+既	生 嘅		活的	i n c t + i n t	uncooked.
3662	Fuzhou	live(alive)	w a ʔ ⁵ + k i ⁵³	live/活 _live	V S	424 454	557	487	266	活其	活 其		活的	i n c t + i n t	
3663	Xiamen	live(alive)	w a ʔ ⁵ + e ⁰	live/活 _:GEN/的	V G	424 40	557	482	266	活的	活 的		活的	i n c t + n t	
3190	Beijing	liver	k a n ⁵⁵	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3191	Ha_erbin	liver	k a n ⁴⁴	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3192	Jinan	liver	k æ̃ ²¹³	liver/肝	N	619	568	488	267	肝	肝		肝	i n t	
3193	Rongcheng	liver	k ɐ n ⁵²	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3194	Taiyuan	liver	k æ̃ ²¹	liver/肝	N	619	568	488	267	肝	肝		肝	i n t	
3195	Xi_an	liver	t æ̃ ⁵³	liver/肝	N	832	568	488	267	肝	肝		肝	i n t	
3196	Chengdu	liver	t a n ⁵³	liver/肝	N	832	568	488	267	肝	肝		肝	i n c t	
3197	Nanjing	liver	k ɑ̃ ³¹	liver/肝	N	619	568	488	267	肝	肝		肝	i n t	
3198	Jixi	liver	k ɔ ⁵⁵	liver/肝	N	619	568	488	267	肝	肝		肝	i n t	
3199	Suzhou	liver	k ø ⁴⁴	liver/肝	N	619	568	488	267	肝	肝		肝	i n t	
3200	Wenzhou	liver	k y ⁴⁴	liver/肝	N	619	568	488	267	肝	肝		肝	i n t	
3201	Changsha	liver	k a n ³³	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3202	Loudi	liver	k w ẽ ⁴⁴	liver/肝	N	619	568	488	267	肝	肝		肝	i m n t	
3203	Nanchang	liver	k o n ⁴²	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3204	Meixian	liver	l o n ³³	liver/肝	N	553	568	488	267	肝	肝		肝	i n c t	
3205	Guilin	liver	k w ɑ ⁴²	liver/肝	N	619	568	488	267	肝	肝		肝	i m n t	
3206	Guangzhou	liver	k ɔ n ⁵³	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3207	Fuzhou	liver	k a ŋ ⁵⁵	liver/肝	N	619	568	488	267	肝	肝		肝	i n c t	
3208	Xiamen	liver	k w ã ⁵⁵	liver/肝	N	619	568	488	267	肝	肝		肝	i m n t	
419	Beijing	long	ʈʂʰ ɑ ŋ ³⁵	long/長	A	112	569	489	268	長	長		長	i n c t	
420	Ha_erbin	long	ʈʂʰ a ŋ ²⁴	long/長	A	112	569	489	268	長	長		長	i n c t	
421	Jinan	long	tsʰ ɑ ŋ ⁵³	long/長	A	112	569	489	268	長	長		長	i n c t	
422	Rongcheng	long	ʈʂʰ a ŋ ³⁵	long/長	A	112	569	489	268	長	長		長	i n c t	
423	Taiyuan	long	tsʰ ɒ̃ ²¹	long/長	A	112	569	489	268	長	長		長	i n t	
424	Xi_an	long	ʈʂʰ ɑ ŋ ²⁴	long/長	A	112	569	489	268	長	長		長	i n c t	
425	Chengdu	long	tsʰ a ŋ ²¹	long/長	A	112	569	489	268	長	長		長	i n c t	
426	Nanjing	long	tsʰ ɑ̃ ¹³	long/長	A	112	569	489	268	長	長		長	i n t	
427	Jixi	long	tɕʰ j õ ⁴⁴	long/長	A	112	569	489	268	長	長		長	i m n t	
428	Suzhou	long	z ã ¹³	long/長	A	112	569	489	268	長	長		長	i n t	
429	Wenzhou	long	dʑ i ³⁴¹	long/長	A	112	569	489	268	長	長		長	i n t	
430	Changsha	long	ts a n ¹³	long/長	A	112	569	489	268	長	長		長	i n c t	
431	Loudi	long	dʑ ɔ ŋ ¹³	long/長	A	112	569	489	268	長	長		長	i n c t	
432	Nanchang	long	tsʰ ɔ ŋ ²⁴	long/長	A	112	569	489	268	長	長		長	i n c t	
433	Meixian	long	tsʰ o ŋ ¹¹	long/長	A	112	569	489	268	長	長		長	i n c t	
434	Guilin	long	ts ɑ ŋ ²²	long/長	A	112	569	489	268	長	長		長	i n c t	
435	Guangzhou	long	tsʰ œ ŋ ²¹	long/長	A	112	569	489	268	長	長		長	i n c t	
436	Fuzhou	long	t w o ŋ ⁵³	long/長	A	112	569	489	268	長	長		長	i m n c t	
437	Xiamen	long	t ŋ̍ ²⁴	long/長	A	112	569	489	268	長	長		長	i n t	
710	Beijing	louse	ʂ ʅ ⁵⁵	louse/虱	N	155	570	490	269	虱	虱		獅子	i n t	
711	Ha_erbin	louse	ʂ ʅ ⁴⁴ + ts ɿ ⁰	louse/虱 -child:SUF/子	N S	155 19	570	491	269	虱子	虱 子		獅子	i n t + i n t	
712	Jinan	louse	ʂ ʅ ²¹⁴ + ts ɿ ⁰	louse/虱 -child:SUF/子	N S	155 19	570	491	269	虱子	虱 子		獅子	i n t + i n t	
713	Rongcheng	louse	ʂ ʅ ⁵²	louse/虱	N	155	570	490	269	虱	虱		獅子	i n t	
714	Taiyuan	louse	s ə ʔ ²	louse/虱	N	155	570	490	269	虱	虱		獅子	i n c t	
715	Taiyuan	louse	s ə ʔ ² + ts ə ʔ ⁰	louse/虱 -child:SUF/子	N S	155 19	570	491	269	虱子	虱 子		獅子	i n c t + i n c t	!b
716	Xi_an	louse	s ei ²¹	louse/虱	N	155	570	490	269	虱	虱		獅子	i n t	
717	Chengdu	louse	s e ²¹ + ts ɿ ⁵³	louse/虱 -child:SUF/子	N S	155 19	570	491	269	虱子	虱 子		獅子	i n t + i n t	
718	Nanjing	louse	s e ʔ ⁵ + ts ɿ ⁰	louse/虱 -child:SUF/子	N S	155 19	570	491	269	虱子	虱 子		獅子	i n c t + i n t	
719	Jixi	louse	ɕ j e ʔ ³² + ts ɿ ⁰	louse/虱 -child:SUF/子	N S	155 19	570	491	269	虱子	虱 子		獅子	i m n c t + i n t	!b
720	Suzhou	louse	d j æ ¹³ + s ə ʔ ⁴	_jump/跳 louse/虱	V N	156 155	570	492	269	跳虱	跳 虱		獅子	i m n t + i n c t	
721	Wenzhou	louse	s ai ⁴¹	louse/虱	N	155	570	490	269	虱	虱		獅子	i n t	
722	Changsha	louse	s ɿ ²⁴	louse/虱	N	155	570	490	269	虱	虱		獅子	i n t	!i
723	Changsha	louse	s ɿ ²⁴ + p o ¹³ + ts ɿ ⁰	louse/虱 woman/婆 -child:SUF/子	N N S	155 28 19	570	493	269	虱婆子	虱 婆 子		獅子	i n t + i n t + i n t	
724	Loudi	louse	ɕ e ¹³ + b u ¹³ + s ɿ ⁰	louse/虱 woman/婆 -child:SUF/子	N N S	155 28 19	570	493	269	虱婆子	虱 婆 子		獅子	i n t + i n t + i n t	
725	Nanchang	louse	s ə t ⁵	louse/虱	N	155	570	490	269	虱	虱		獅子	i n c t	
726	Meixian	louse	s e t ¹ + m a ¹¹	louse/虱 ma/嫲	N N	155 146	570	494	269	虱女+麻	虱 嫲		獅子	i n c t + i n t	
727	Guilin	louse	s ɤ ⁵⁵	louse/虱	N	155	570	490	269	虱	虱		獅子	i n t	
728	Guangzhou	louse	s ɐ t ⁵	louse/虱	N	155	570	490	269	虱	虱		獅子	i n c t	
729	Fuzhou	louse	s ɛi ʔ ²⁴ + m o ³²	louse/虱 mother/母	N N	155 157	570	495	269	虱母	虱 母		獅子	i n c t + i n t	
730	Xiamen	louse	k a ⁵⁵ + ts au ⁵³	family/家 louse/叉+蟲	N N	42 158	576	496	270	家叉-蟲	家 叉+蟲		獅子	i n t + i n t	
4193	Beijing	man	n a n ³⁵ + ʐ ə n ³⁵	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n c t + i n c t	
4194	Ha_erbin	man	t a ⁵³ + l au ²¹³ + ɛ ²⁴ + m ə ⁰	big/大 old/老 father/爺 :PL/們	A A N S	34 27 242 195	584	497	272	大老爺們兒	大 老 爺 們		男人	i n t + i n t + n t + i n t	
4195	Ha_erbin	man	l au ²¹³ + j ɛ ²⁴ + m ə ⁰	old/老 father/爺 _:PL/們	A N S	27 242 195	584	498	272	老爺們兒	老 爺 們		男人	i n t + m n t + i n t	
4196	Jinan	man	n æ̃ ⁵³ + ʐ ẽ ⁰	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n t + i n t	
4197	Rongcheng	man	n ɐ n ³⁵ + i n ⁰	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n c t + n c t	
4198	Taiyuan	man	n æ̃ ²¹ + z ə ŋ ²¹	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n t + i n c t	
4199	Xi_an	man	n æ̃ ²⁴ + ʐ ẽ ⁰	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n t + i n t	
4200	Chengdu	man	n a n ²¹ + z ə n ²¹	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n c t + i n c t	
4201	Chengdu	man	n a n ²¹ + n i ⁵⁵	male/男 _:GEN/的	A G	471 40	580	394	271	男的	男 的		男人	i n c t + i n t	
4202	Nanjing	man	l ɑ̃ ¹³ + ʐ ə n ¹³	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n t + i n c t	
4203	Jixi	man	n ɔ ⁴⁴ + n ɤ ⁰	male/男 _person/仂	A N	471 170	580	499	271	男仂	男 仂		男人	i n t + i n t	
4204	Suzhou	man	n ø ¹³ + ɲ i n ¹³	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n t + i n c t	
4205	Wenzhou	man	n ø ³⁴¹ + ts ɿ ²⁴² + kʰ a ⁴¹	male/男 _-child:SUF/子 guest/客	A S N	471 19 46	580	500	271	男子客	男 子 客		男人	i n t + i n t + i n t	
4206	Changsha	man	l a n ¹³ + ʐ ə n ¹³	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n c t + i n c t	
4207	Changsha	man	l a n ¹³ + t i ⁰	male/男 _:GEN/的	A G	471 40	580	394	271	男的	男 的		男人	i n c t + i n t	
4208	Changsha	man	l a n ¹³ + ʐ ə n ⁰ + k a ⁰	male/男 _person/人 _family/家	A N N	471 38 42	580	501	271	男人家	男 人 家		男人	i n c t + i n c t + i n t	
4209	Loudi	man	n ã ¹³ + n i n ¹³ + k a ⁴⁴	male/男 _person/人 _family/家	A N N	471 38 42	580	501	271	男人家	男 人 家		男人	i n t + i n c t + i n t	
4210	Nanchang	man	l a n ⁴⁵ + l ɨ n ⁰	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n c t + i n c t	
4211	Meixian	man	n a m ¹¹ + m e ³³ + ŋ i n ¹¹	male/男 _:SUF/? _person/人	A S N	471 38 820	580	502	271	男兒人	男 ? 人		男人	i n c t + i n t + i n c t	
4212	Guilin	man	l ã ²² + l i ŋ ²²	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n t + i n c t	
4213	Guangzhou	man	n a m ²¹ + l j ɐ n ²¹	male/男 _person/人	A N	471 38	580	391	271	男人	男 人		男人	i n c t + i m n c t	nam²¹ iɐn²¹⁻³⁵
4214	Fuzhou	man	t ou ŋ ²¹² + m w o ³² + n øy ŋ ⁵³	husband/丈 man/夫 _person/人	N N N	463 464 38	582	503	271	丈夫儂	丈 夫 儂		男人	i n c t + i m n t + i n c t	
4215	Fuzhou	man	n a ŋ ⁵³ + ŋ ai ²¹²	male/男 _domain/界	A N	471 738	580	504	271	男界	男 界		男人	i n c t + i n t	
4216	Xiamen	man	t a ²² + p ɔ ⁵⁵ + l a ŋ ²⁴	husband/丈 man/夫 _person/人	N N N	463 464 38	581	399	271	丈夫人	丈 夫 人		男人	i n t + i n t + i n c t	
2970	Beijing	many	t w o ⁵⁵	many/多	A	595	596	505	273	多	多		多	i m n t	
2971	Ha_erbin	many	t w o ⁴⁴	many/多	A	595	596	505	273	多	多		多	i m n t	
2972	Jinan	many	t w ɤ ²¹⁴	many/多	A	595	596	505	273	多	多		多	i m n t	
2973	Rongcheng	many	t w ɔ ⁵²	many/多	A	595	596	505	273	多	多		多	i m n t	
2974	Taiyuan	many	t w o ²¹	many/多	A	595	596	505	273	多	多		多	i m n t	
2975	Xi_an	many	t w o ²¹	many/多	A	595	596	505	273	多	多		多	i m n t	
2976	Chengdu	many	t o ⁴⁵	many/多	A	595	596	505	273	多	多		多	i n t	
2977	Nanjing	many	t o ³¹	many/多	A	595	596	505	273	多	多		多	i n t	
2978	Jixi	many	t ɵ ⁵⁵	many/多	A	595	596	505	273	多	多		多	i n t	
2979	Suzhou	many	t əu ⁴⁴	many/多	A	595	596	505	273	多	多		多	i n t	
2980	Wenzhou	many	t ɤu ⁴⁴	many/多	A	595	596	505	273	多	多		多	i n t	
2981	Changsha	many	t o ³³	many/多	A	595	596	505	273	多	多		多	i n t	
2982	Loudi	many	t o ⁴⁴	many/多	A	595	596	505	273	多	多		多	i n t	
2983	Nanchang	many	t o ⁴²	many/多	A	595	596	505	273	多	多		多	i n t	
2984	Meixian	many	t o ³³	many/多	A	595	596	505	273	多	多		多	i n t	
2985	Guilin	many	t w o ⁴²	many/多	A	595	596	505	273	多	多		多	i m n t	
2986	Guangzhou	many	t ɔ ⁵³	many/多	A	595	596	505	273	多	多		多	i n t	
2987	Fuzhou	many	s a ²⁴²	many/多	A	595	596	505	273	多	多		多	i n t	
2988	Xiamen	many	ts w e ²²	many/多	A	595	596	505	273	多	多		多	i m n t	
4076	Beijing	mather	m i ²¹⁴ + tɕʰ i n ⁵⁵	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4077	Ha_erbin	mather	m̩/m Ø/ə ⁴⁴	mother/媽	N	50	597	507	275	媽	媽		母親	i n t	
4078	Ha_erbin	mather	n j a ŋ ²⁴	female/娘	N	31	601	508	275	娘	娘		母親	i m n c t	
4079	Jinan	mather	m u ⁴⁵ + tɕ j ẽ ⁰	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i m n t	
4080	Rongcheng	mather	m a ⁵²	mother/媽	N	50	597	507	275	媽	媽		母親	i n t	
4081	Taiyuan	mather	m u ⁵³ + tɕʰ i ŋ ²¹	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4082	Xi_an	mather	m a ²¹	mother/媽	N	50	597	507	275	媽	媽		母親	i n t	
4083	Chengdu	mather	m a ⁴⁵ + m a ⁵⁵	mother/媽 _mother:RED/媽	N N2	50 808	597	509	275	媽媽	媽 媽		母親	i n t + i n t	
4084	Nanjing	mather	m ɑ ³¹ + m ɑ ⁰	mother/媽 _mother:RED/媽	N N2	50 808	597	509	275	媽媽	媽 媽		母親	i n t + i n t	
4085	Nanjing	mather	m u ¹¹ + tɕʰ i n ⁰	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4086	Jixi	mather	m ɔ ³¹ + m ɔ ⁰	mother/媽 _mother:RED/媽	N N2	50 808	597	509	275	媽媽	媽 媽		母親	i n t + i n t	
4087	Jixi	mather	m ɵ ²¹³ + tɕʰ j ɑ̃ ⁵⁵	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i m n t	
4088	Jixi	mather	ɲ j õ ⁴⁴	female/娘	N	31	601	508	275	娘	娘		母親	i m n t	
4089	Suzhou	mather	m̩/m Ø/ə ⁴⁴ + m ɑ ⁴⁴	mother/姆 mother/媽	N N	713 50	597	510	275	姆媽	姆 媽		母親	i n t + i n t	
4090	Wenzhou	mather	a ⁴¹ + n a ⁴⁴	_-sibling:PREF/阿 breast/奶	Pref N	614 128	602	511	275	阿奶	阿 奶		母親	n t + i n t	
4091	Changsha	mather	m o ⁴¹ + tɕʰ i n ³³	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4092	Changsha	mather	ɲ j a n ¹³	female/娘	N	31	601	508	275	娘(背稱)	娘	背稱	母親	i m n c t	
4093	Changsha	mather	ɲ j a n ¹³ + l au ⁰ + ts ɿ ⁰	female/娘 old/老 _-child:SUF/子	N A S	31 27 19	601	512	275	娘老子(背稱)	娘 老 子	背稱	母親	i m n c t + i n t + i n t	
4094	Changsha	mather	m a ³³ + m a ³³	mother/媽 _mother:RED/媽	N N2	50 803	597	509	275	媽媽	媽 媽		母親	i n t + i n t	
4095	Changsha	mather	m̩/m Ø/ə ³³ + m a ³³	mother/姆 mother/媽	N N	713 50	597	510	275	姆媽	姆 媽		母親	i n t + i n t	
4096	Loudi	mather	m̩/m Ø/ə ¹¹ + m a ⁴²	mother/姆 mother/媽	N N	713 50	597	510	275	姆媽	姆 媽		母親	i n t + i n t	
4097	Nanchang	mather	m u ²¹³ + tɕʰ i n ⁴²	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4098	Nanchang	mather	ɲ j ɔ ŋ ⁴⁵	female/娘	N	31	601	508	275	娘	娘		母親	i m n c t	
4099	Meixian	mather	oi ³³ + j e ⁰	mother/娭 mother/?	N N	714 692	607	513	277	娭兒	娭		母親	n t + m n t	
4100	Meixian	mather	a ³³ + m e ³³	_-sibling:PREF/阿 mother/姆	N N	614 713	600	514	275	阿姆	阿 姆		母親	n t + i n t	
4101	Guilin	mather	tɕ j a̠ ²³	sister/姐	N	715	606	515	276	姐	姐		母親	i m n t	
4102	Guangzhou	mather	m ou ³⁵ + tsʰ ɐ n ⁵³	mother/母 _sibling/親	N N	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4103	Fuzhou	mather	i ⁴⁴ + m a ⁴⁴	_sibling:PREF/依 mother/媽	Pref N	615 50	597	516	275	依～媽	依 媽		母親	n t + i n t	
4104	Fuzhou	mather	i ⁵⁵ + n ɛ ³²	_sibling:PREF/依 breast/奶	Pref N	615 128	603	517	275	依～奶	依 奶		母親	n t + i n t	
4105	Fuzhou	mather	l ou ŋ ⁵³ + n ɛ ³²	female/娘 _mother/妳	N N	31 716	601	518	275	娘妳	娘 妳		母親	i n c t + i n t	
4106	Xiamen	mather	a ⁵⁵ + b u ⁵³	_-sibling:PREF/阿 mother/姆	Pref N	614 713	600	514	275	阿姆	阿 姆		母親	n t + i n t	
4107	Xiamen	mather	l au ²⁴ + b u ⁵³	old/老 mother/姆	Pref N	27 713	600	519	275	老姆	老 姆		母親	i n t + i n t	
2092	Beijing	moon	ɥ ɛ ⁵¹ + l j ɑ ŋ ⁰	moon/月 shine/亮	N A	410 411	611	520	278	月亮	月 亮		月亮	i n t + i m n c t	
